Year,State_FIPS,County_FIPS,Region,Division,County_name,new_1_units,new_2_units,new_3to4_units,new_5_units,total_new_units
2015,13,95,South,South Atlantic,Dougherty County              ,49,26,6,5,86
2015,13,97,South,South Atlantic,Douglas County                ,249,0,0,0,249
2015,13,99,South,South Atlantic,Early County                  ,9,0,0,0,9
2015,13,101,South,South Atlantic,Echols County                 ,7,0,0,0,7
2015,13,103,South,South Atlantic,Effingham County              ,1041,0,0,0,1041
2015,13,105,South,South Atlantic,Elbert County                 ,15,0,0,0,15
2015,13,107,South,South Atlantic,Emanuel County                ,3,4,0,0,7
2015,13,109,South,South Atlantic,Evans County                  ,17,4,0,0,21
2015,13,111,South,South Atlantic,Fannin County                 ,206,0,0,0,206
2015,13,113,South,South Atlantic,Fayette County                ,336,0,0,210,546
2015,13,115,South,South Atlantic,Floyd County                  ,89,0,4,0,93
2015,13,117,South,South Atlantic,Forsyth County                ,2984,6,0,512,3502
2015,13,119,South,South Atlantic,Franklin County               ,39,0,0,0,39
2015,13,121,South,South Atlantic,Fulton County                 ,3016,8,0,6681,9705
2015,13,123,South,South Atlantic,Gilmer County                 ,99,0,0,0,99
2015,13,127,South,South Atlantic,Glynn County                  ,464,0,0,0,464
2015,13,129,South,South Atlantic,Gordon County                 ,81,2,4,0,87
2015,13,131,South,South Atlantic,Grady County                  ,25,0,0,0,25
2015,13,133,South,South Atlantic,Greene County                 ,225,0,0,0,225
2015,13,135,South,South Atlantic,Gwinnett County               ,3285,0,27,606,3918
2015,13,137,South,South Atlantic,Habersham County              ,17,0,0,0,17
2015,13,139,South,South Atlantic,Hall County                   ,906,4,12,24,946
2015,13,141,South,South Atlantic,Hancock County                ,16,0,0,0,16
2015,13,143,South,South Atlantic,Haralson County               ,27,0,0,0,27
2015,13,145,South,South Atlantic,Harris County                 ,146,0,0,0,146
2015,13,147,South,South Atlantic,Hart County                   ,38,0,0,0,38
2015,13,149,South,South Atlantic,Heard County                  ,19,0,0,0,19
2015,13,151,South,South Atlantic,Henry County                  ,1265,0,4,0,1269
2015,13,153,South,South Atlantic,Houston County                ,688,0,0,300,988
2015,13,155,South,South Atlantic,Irwin County                  ,8,0,0,0,8
2015,13,157,South,South Atlantic,Jackson County                ,564,0,0,48,612
2015,13,159,South,South Atlantic,Jasper County                 ,55,0,0,0,55
2015,13,161,South,South Atlantic,Jeff Davis County             ,3,0,0,0,3
2015,13,163,South,South Atlantic,Jefferson County              ,0,0,0,0,0
2015,13,165,South,South Atlantic,Jenkins County                ,11,0,0,0,11
2015,13,167,South,South Atlantic,Johnson County                ,0,0,0,0,0
2015,13,169,South,South Atlantic,Jones County                  ,30,0,72,0,102
2015,13,171,South,South Atlantic,Lamar County                  ,40,0,0,0,40
2015,13,173,South,South Atlantic,Lanier County                 ,35,0,0,0,35
2015,13,175,South,South Atlantic,Laurens County                ,11,0,0,0,11
2015,13,177,South,South Atlantic,Lee County                    ,99,0,0,0,99
2015,13,179,South,South Atlantic,Liberty County                ,207,2,4,72,285
2015,13,181,South,South Atlantic,Lincoln County                ,23,0,0,0,23
2015,13,183,South,South Atlantic,Long County                   ,260,0,0,0,260
2015,13,185,South,South Atlantic,Lowndes County                ,537,12,0,10,559
2015,13,187,South,South Atlantic,Lumpkin County                ,83,0,0,132,215
2015,13,189,South,South Atlantic,McDuffie County               ,24,0,0,0,24
2015,13,191,South,South Atlantic,McIntosh County               ,43,0,0,0,43
2015,13,193,South,South Atlantic,Macon County                  ,3,0,0,0,3
2015,13,195,South,South Atlantic,Madison County                ,79,0,0,0,79
2015,13,197,South,South Atlantic,Marion County                 ,12,0,0,0,12
2015,13,199,South,South Atlantic,Meriwether County             ,31,0,0,0,31
2015,13,201,South,South Atlantic,Miller County                 ,3,0,0,0,3
2015,13,205,South,South Atlantic,Mitchell County               ,9,0,0,68,77
2015,13,207,South,South Atlantic,Monroe County                 ,82,0,0,0,82
2015,13,209,South,South Atlantic,Montgomery County             ,11,0,0,0,11
2015,13,211,South,South Atlantic,Morgan County                 ,57,0,0,0,57
2015,13,213,South,South Atlantic,Murray County                 ,38,0,0,0,38
2015,13,215,South,South Atlantic,Muscogee County               ,290,0,0,326,616
2015,13,217,South,South Atlantic,Newton County                 ,251,0,0,0,251
2015,13,219,South,South Atlantic,Oconee County                 ,359,6,0,38,403
2015,13,221,South,South Atlantic,Oglethorpe County             ,35,0,0,0,35
2015,13,223,South,South Atlantic,Paulding County               ,981,0,0,0,981
2015,13,225,South,South Atlantic,Peach County                  ,47,0,0,0,47
2015,13,227,South,South Atlantic,Pickens County                ,65,2,0,0,67
2015,13,229,South,South Atlantic,Pierce County                 ,48,0,0,0,48
2015,13,231,South,South Atlantic,Pike County                   ,40,0,0,0,40
2015,13,233,South,South Atlantic,Polk County                   ,32,0,0,0,32
2015,13,235,South,South Atlantic,Pulaski County                ,13,0,0,0,13
2015,13,237,South,South Atlantic,Putnam County                 ,60,0,0,62,122
2015,13,239,South,South Atlantic,Quitman County                ,1,0,0,0,1
2015,13,241,South,South Atlantic,Rabun County                  ,52,0,0,0,52
2015,13,243,South,South Atlantic,Randolph County               ,2,0,0,0,2
2015,13,245,South,South Atlantic,Richmond County               ,423,2,0,296,721
2015,13,247,South,South Atlantic,Rockdale County               ,138,0,0,0,138
2015,13,249,South,South Atlantic,Schley County                 ,6,0,0,0,6
2015,13,251,South,South Atlantic,Screven County                ,19,0,0,0,19
2015,13,253,South,South Atlantic,Seminole County               ,4,0,0,0,4
2015,13,255,South,South Atlantic,Spalding County               ,190,0,0,0,190
2015,13,257,South,South Atlantic,Stephens County               ,26,0,0,0,26
2015,13,259,South,South Atlantic,Stewart County                ,0,0,0,0,0
2015,13,261,South,South Atlantic,Sumter County                 ,10,0,0,0,10
2015,13,263,South,South Atlantic,Talbot County                 ,6,0,0,0,6
2015,13,267,South,South Atlantic,Tattnall County               ,20,0,0,0,20
2015,13,269,South,South Atlantic,Taylor County                 ,20,0,0,0,20
2015,13,271,South,South Atlantic,Telfair County                ,0,0,0,0,0
2015,13,273,South,South Atlantic,Terrell County                ,4,0,0,0,4
2015,13,275,South,South Atlantic,Thomas County                 ,71,0,8,0,79
2015,13,277,South,South Atlantic,Tift County                   ,38,0,0,33,71
2015,13,279,South,South Atlantic,Toombs County                 ,3,4,8,0,15
2015,13,281,South,South Atlantic,Towns County                  ,115,0,0,0,115
2015,13,283,South,South Atlantic,Treutlen County               ,2,0,0,0,2
2015,13,285,South,South Atlantic,Troup County                  ,106,0,0,0,106
2015,13,287,South,South Atlantic,Turner County                 ,7,0,0,56,63
2015,13,289,South,South Atlantic,Twiggs County                 ,1,0,0,0,1
2015,13,291,South,South Atlantic,Union County                  ,129,0,0,0,129
2015,13,293,South,South Atlantic,Upson County                  ,14,0,0,0,14
2015,13,295,South,South Atlantic,Walker County                 ,100,0,4,0,104
2015,13,297,South,South Atlantic,Walton County                 ,441,0,0,0,441
2015,13,299,South,South Atlantic,Ware County                   ,98,0,0,0,98
2015,13,301,South,South Atlantic,Warren County                 ,0,0,0,0,0
2015,13,303,South,South Atlantic,Washington County             ,56,0,0,0,56
2015,13,305,South,South Atlantic,Wayne County                  ,21,0,0,0,21
2015,13,307,South,South Atlantic,Webster County                ,5,0,0,0,5
2015,13,309,South,South Atlantic,Wheeler County                ,0,0,0,0,0
2015,13,311,South,South Atlantic,White County                  ,55,0,0,0,55
2015,13,313,South,South Atlantic,Whitfield County              ,111,0,0,10,121
2015,13,317,South,South Atlantic,Wilkes County                 ,5,0,0,0,5
2015,13,319,South,South Atlantic,Wilkinson County              ,5,0,0,0,5
2015,13,321,South,South Atlantic,Worth County                  ,14,0,0,0,14
2015,15,1,West,Pacific,Hawaii County                 ,837,18,3,24,882
2015,15,3,West,Pacific,Honolulu County               ,982,0,0,2851,3833
2015,15,7,West,Pacific,Kauai County                  ,205,0,0,0,205
2015,15,9,West,Pacific,Maui County                   ,332,24,28,118,502
2015,16,1,West,Mountain,Ada County                    ,3055,4,324,858,4241
2015,16,3,West,Mountain,Adams County                  ,4,0,0,0,4
2015,16,5,West,Mountain,Bannock County                ,168,2,20,0,190
2015,16,7,West,Mountain,Bear Lake County              ,26,0,0,0,26
2015,16,9,West,Mountain,Benewah County                ,15,0,0,0,15
2015,16,11,West,Mountain,Bingham County                ,73,6,20,0,99
2015,16,13,West,Mountain,Blaine County                 ,62,0,0,0,62
2015,16,15,West,Mountain,Boise County                  ,51,0,0,0,51
2015,16,17,West,Mountain,Bonner County                 ,48,0,10,0,58
2015,16,19,West,Mountain,Bonneville County             ,544,12,0,168,724
2015,16,21,West,Mountain,Boundary County               ,51,0,0,0,51
2015,16,23,West,Mountain,Butte County                  ,2,0,0,0,2
2015,16,25,West,Mountain,Camas County                  ,3,0,0,0,3
2015,16,27,West,Mountain,Canyon County                 ,1130,2,16,0,1148
2015,16,29,West,Mountain,Caribou County                ,10,0,0,0,10
2015,16,31,West,Mountain,Cassia County                 ,94,8,0,0,102
2015,16,33,West,Mountain,Clark County                  ,7,0,0,0,7
2015,16,35,West,Mountain,Clearwater County             ,18,0,0,0,18
2015,16,37,West,Mountain,Custer County                 ,3,0,0,0,3
2015,16,39,West,Mountain,Elmore County                 ,52,0,0,0,52
2015,16,41,West,Mountain,Franklin County               ,52,0,0,0,52
2015,16,43,West,Mountain,Fremont County                ,62,0,0,0,62
2015,16,45,West,Mountain,Gem County                    ,38,0,0,0,38
2015,16,47,West,Mountain,Gooding County                ,15,0,0,0,15
2015,16,49,West,Mountain,Idaho County                  ,1,0,0,0,1
2015,16,51,West,Mountain,Jefferson County              ,136,0,0,0,136
2015,16,53,West,Mountain,Jerome County                 ,65,0,0,0,65
2015,16,55,West,Mountain,Kootenai County               ,1090,28,12,284,1414
2015,16,57,West,Mountain,Latah County                  ,55,12,8,24,99
2015,16,59,West,Mountain,Lemhi County                  ,23,0,0,0,23
2015,16,61,West,Mountain,Lewis County                  ,8,0,0,0,8
2015,16,63,West,Mountain,Lincoln County                ,2,0,0,0,2
2015,16,65,West,Mountain,Madison County                ,135,0,48,96,279
2015,16,67,West,Mountain,Minidoka County               ,40,12,16,0,68
2015,16,69,West,Mountain,Nez Perce County              ,32,4,0,72,108
2015,16,71,West,Mountain,Oneida County                 ,17,0,0,0,17
2015,16,73,West,Mountain,Owyhee County                 ,21,0,0,0,21
2015,16,75,West,Mountain,Payette County                ,42,2,0,0,44
2015,16,77,West,Mountain,Power County                  ,1,0,0,0,1
2015,16,79,West,Mountain,Shoshone County               ,19,0,0,0,19
2015,16,81,West,Mountain,Teton County                  ,89,4,0,0,93
2015,16,83,West,Mountain,Twin Falls County             ,351,2,36,24,413
2015,16,85,West,Mountain,Valley County                 ,57,0,0,36,93
2015,16,87,West,Mountain,Washington County             ,17,0,0,0,17
2015,17,1,Midwest,East North Central,Adams County                  ,67,0,0,0,67
2015,17,3,Midwest,East North Central,Alexander County              ,0,0,0,0,0
2015,17,5,Midwest,East North Central,Bond County                   ,53,0,0,60,113
2015,17,7,Midwest,East North Central,Boone County                  ,12,0,0,0,12
2015,17,9,Midwest,East North Central,Brown County                  ,0,0,0,0,0
2015,17,11,Midwest,East North Central,Bureau County                 ,12,0,0,40,52
2015,17,13,Midwest,East North Central,Calhoun County                ,8,0,0,0,8
2015,17,15,Midwest,East North Central,Carroll County                ,16,0,0,0,16
2015,17,17,Midwest,East North Central,Cass County                   ,7,0,0,0,7
2015,17,19,Midwest,East North Central,Champaign County              ,298,4,6,894,1202
2015,17,21,Midwest,East North Central,Christian County              ,27,0,0,0,27
2015,17,23,Midwest,East North Central,Clark County                  ,6,0,0,6,12
2015,17,25,Midwest,East North Central,Clay County                   ,3,2,0,0,5
2015,17,27,Midwest,East North Central,Clinton County                ,89,0,0,0,89
2015,17,29,Midwest,East North Central,Coles County                  ,8,0,0,5,13
2015,17,31,Midwest,East North Central,Cook County                   ,1735,86,389,5645,7855
2015,17,33,Midwest,East North Central,Crawford County               ,14,0,0,0,14
2015,17,35,Midwest,East North Central,Cumberland County             ,2,0,0,0,2
2015,17,37,Midwest,East North Central,DeKalb County                 ,118,0,0,0,118
2015,17,39,Midwest,East North Central,De Witt County                ,25,0,3,0,28
2015,17,41,Midwest,East North Central,Douglas County                ,25,2,0,0,27
2015,17,43,Midwest,East North Central,DuPage County                 ,1077,2,7,506,1592
2015,17,45,Midwest,East North Central,Edgar County                  ,45,0,0,0,45
2015,17,49,Midwest,East North Central,Effingham County              ,23,2,12,18,55
2015,17,51,Midwest,East North Central,Fayette County                ,1,0,0,0,1
2015,17,53,Midwest,East North Central,Ford County                   ,5,2,0,0,7
2015,17,55,Midwest,East North Central,Franklin County               ,13,0,0,0,13
2015,17,57,Midwest,East North Central,Fulton County                 ,55,0,0,0,55
2015,17,61,Midwest,East North Central,Greene County                 ,28,0,0,0,28
2015,17,63,Midwest,East North Central,Grundy County                 ,71,0,0,117,188
2015,17,67,Midwest,East North Central,Hancock County                ,5,0,0,0,5
2015,17,69,Midwest,East North Central,Hardin County                 ,0,0,0,0,0
2015,17,71,Midwest,East North Central,Henderson County              ,9,0,0,0,9
2015,17,73,Midwest,East North Central,Henry County                  ,31,2,3,0,36
2015,17,75,Midwest,East North Central,Iroquois County               ,22,0,0,0,22
2015,17,77,Midwest,East North Central,Jackson County                ,6,0,32,0,38
2015,17,79,Midwest,East North Central,Jasper County                 ,0,0,0,0,0
2015,17,81,Midwest,East North Central,Jefferson County              ,14,0,0,0,14
2015,17,83,Midwest,East North Central,Jersey County                 ,30,0,0,0,30
2015,17,85,Midwest,East North Central,Jo Daviess County             ,34,0,0,0,34
2015,17,87,Midwest,East North Central,Johnson County                ,0,0,0,0,0
2015,17,89,Midwest,East North Central,Kane County                   ,1109,12,12,338,1471
2015,17,91,Midwest,East North Central,Kankakee County               ,89,0,0,0,89
2015,17,93,Midwest,East North Central,Kendall County                ,174,0,4,0,178
2015,17,95,Midwest,East North Central,Knox County                   ,19,0,0,0,19
2015,17,97,Midwest,East North Central,Lake County                   ,536,18,9,80,643
2015,17,99,Midwest,East North Central,La Salle County               ,69,2,0,0,71
2015,17,101,Midwest,East North Central,Lawrence County               ,47,0,0,0,47
2015,17,103,Midwest,East North Central,Lee County                    ,29,0,0,0,29
2015,17,105,Midwest,East North Central,Livingston County             ,16,2,0,0,18
2015,17,107,Midwest,East North Central,Logan County                  ,8,0,0,0,8
2015,17,109,Midwest,East North Central,McDonough County              ,4,0,0,0,4
2015,17,111,Midwest,East North Central,McHenry County                ,337,0,60,186,583
2015,17,113,Midwest,East North Central,McLean County                 ,220,10,4,134,368
2015,17,115,Midwest,East North Central,Macon County                  ,45,2,0,0,47
2015,17,117,Midwest,East North Central,Macoupin County               ,85,0,0,0,85
2015,17,119,Midwest,East North Central,Madison County                ,367,0,12,10,389
2015,17,121,Midwest,East North Central,Marion County                 ,1,0,0,0,1
2015,17,123,Midwest,East North Central,Marshall County               ,10,0,0,0,10
2015,17,125,Midwest,East North Central,Mason County                  ,6,0,0,0,6
2015,17,127,Midwest,East North Central,Massac County                 ,1,0,3,0,4
2015,17,129,Midwest,East North Central,Menard County                 ,26,0,0,0,26
2015,17,131,Midwest,East North Central,Mercer County                 ,9,0,0,40,49
2015,17,133,Midwest,East North Central,Monroe County                 ,133,2,0,0,135
2015,17,135,Midwest,East North Central,Montgomery County             ,27,0,0,0,27
2015,17,137,Midwest,East North Central,Morgan County                 ,7,4,0,0,11
2015,17,139,Midwest,East North Central,Moultrie County               ,31,2,0,16,49
2015,17,141,Midwest,East North Central,Ogle County                   ,51,4,0,0,55
2015,17,143,Midwest,East North Central,Peoria County                 ,116,0,0,0,116
2015,17,145,Midwest,East North Central,Perry County                  ,33,0,0,0,33
2015,17,147,Midwest,East North Central,Piatt County                  ,26,0,0,0,26
2015,17,149,Midwest,East North Central,Pike County                   ,14,0,0,0,14
2015,17,151,Midwest,East North Central,Pope County                   ,0,0,0,0,0
2015,17,153,Midwest,East North Central,Pulaski County                ,5,0,0,0,5
2015,17,155,Midwest,East North Central,Putnam County                 ,15,0,0,0,15
2015,17,157,Midwest,East North Central,Randolph County               ,21,0,0,0,21
2015,17,159,Midwest,East North Central,Richland County               ,10,0,0,0,10
2015,17,161,Midwest,East North Central,Rock Island County            ,72,6,11,101,190
2015,17,163,Midwest,East North Central,St. Clair County              ,389,2,0,194,585
2015,17,165,Midwest,East North Central,Saline County                 ,0,0,0,0,0
2015,17,167,Midwest,East North Central,Sangamon County               ,263,54,3,37,357
2015,17,169,Midwest,East North Central,Schuyler County               ,0,0,0,0,0
2015,17,173,Midwest,East North Central,Shelby County                 ,38,0,0,0,38
2015,17,175,Midwest,East North Central,Stark County                  ,3,0,0,0,3
2015,17,177,Midwest,East North Central,Stephenson County             ,11,0,0,0,11
2015,17,179,Midwest,East North Central,Tazewell County               ,219,18,0,52,289
2015,17,181,Midwest,East North Central,Union County                  ,17,0,0,0,17
2015,17,183,Midwest,East North Central,Vermilion County              ,10,0,0,0,10
2015,17,185,Midwest,East North Central,Wabash County                 ,3,0,0,0,3
2015,17,187,Midwest,East North Central,Warren County                 ,9,0,0,0,9
2015,17,189,Midwest,East North Central,Washington County             ,19,0,0,0,19
2015,17,191,Midwest,East North Central,Wayne County                  ,2,0,0,0,2
2015,17,193,Midwest,East North Central,White County                  ,5,0,0,0,5
2015,17,195,Midwest,East North Central,Whiteside County              ,27,0,0,0,27
2015,17,197,Midwest,East North Central,Will County                   ,1073,28,0,99,1200
2015,17,199,Midwest,East North Central,Williamson County             ,72,8,7,12,99
2015,17,201,Midwest,East North Central,Winnebago County              ,78,44,0,0,122
2015,17,203,Midwest,East North Central,Woodford County               ,76,2,0,6,84
2015,18,1,Midwest,East North Central,Adams County                  ,69,0,0,0,69
2015,18,3,Midwest,East North Central,Allen County                  ,879,10,15,328,1232
2015,18,5,Midwest,East North Central,Bartholomew County            ,233,0,0,0,233
2015,18,7,Midwest,East North Central,Benton County                 ,10,0,0,0,10
2015,18,9,Midwest,East North Central,Blackford County              ,7,0,0,0,7
2015,18,11,Midwest,East North Central,Boone County                  ,389,20,0,42,451
2015,18,13,Midwest,East North Central,Brown County                  ,39,0,9,0,48
2015,18,15,Midwest,East North Central,Carroll County                ,59,0,0,28,87
2015,18,17,Midwest,East North Central,Cass County                   ,12,0,0,0,12
2015,18,19,Midwest,East North Central,Clark County                  ,399,46,11,0,456
2015,18,21,Midwest,East North Central,Clay County                   ,0,0,0,0,0
2015,18,23,Midwest,East North Central,Clinton County                ,33,0,0,0,33
2015,18,25,Midwest,East North Central,Crawford County               ,0,0,0,0,0
2015,18,27,Midwest,East North Central,Daviess County                ,0,6,0,0,6
2015,18,29,Midwest,East North Central,Dearborn County               ,65,0,0,14,79
2015,18,31,Midwest,East North Central,Decatur County                ,50,0,0,0,50
2015,18,33,Midwest,East North Central,De Kalb County                ,90,8,0,0,98
2015,18,35,Midwest,East North Central,Delaware County               ,46,0,0,0,46
2015,18,37,Midwest,East North Central,Dubois County                 ,48,0,0,45,93
2015,18,39,Midwest,East North Central,Elkhart County                ,307,2,0,0,309
2015,18,41,Midwest,East North Central,Fayette County                ,11,0,0,0,11
2015,18,43,Midwest,East North Central,Floyd County                  ,187,0,0,0,187
2015,18,45,Midwest,East North Central,Fountain County               ,3,0,0,0,3
2015,18,47,Midwest,East North Central,Franklin County               ,36,0,0,0,36
2015,18,49,Midwest,East North Central,Fulton County                 ,16,0,0,0,16
2015,18,51,Midwest,East North Central,Gibson County                 ,97,0,0,46,143
2015,18,53,Midwest,East North Central,Grant County                  ,43,0,0,37,80
2015,18,57,Midwest,East North Central,Hamilton County               ,1916,26,47,2058,4047
2015,18,59,Midwest,East North Central,Hancock County                ,363,2,0,0,365
2015,18,61,Midwest,East North Central,Harrison County               ,94,0,0,0,94
2015,18,63,Midwest,East North Central,Hendricks County              ,745,2,12,240,999
2015,18,65,Midwest,East North Central,Henry County                  ,23,0,0,8,31
2015,18,67,Midwest,East North Central,Howard County                 ,166,142,0,133,441
2015,18,69,Midwest,East North Central,Huntington County             ,55,0,0,0,55
2015,18,71,Midwest,East North Central,Jackson County                ,73,0,0,115,188
2015,18,73,Midwest,East North Central,Jasper County                 ,66,0,0,0,66
2015,18,75,Midwest,East North Central,Jay County                    ,16,0,0,0,16
2015,18,77,Midwest,East North Central,Jefferson County              ,46,0,0,0,46
2015,18,79,Midwest,East North Central,Jennings County               ,34,0,0,0,34
2015,18,81,Midwest,East North Central,Johnson County                ,605,16,3,0,624
2015,18,83,Midwest,East North Central,Knox County                   ,33,2,8,0,43
2015,18,85,Midwest,East North Central,Kosciusko County              ,165,4,0,96,265
2015,18,87,Midwest,East North Central,Lagrange County               ,132,0,0,0,132
2015,18,89,Midwest,East North Central,Lake County                   ,830,32,110,36,1008
2015,18,91,Midwest,East North Central,La Porte County               ,99,10,0,50,159
2015,18,93,Midwest,East North Central,Lawrence County               ,8,0,0,0,8
2015,18,95,Midwest,East North Central,Madison County                ,92,6,3,0,101
2015,18,97,Midwest,East North Central,Marion County                 ,813,30,24,979,1846
2015,18,99,Midwest,East North Central,Marshall County               ,74,0,0,0,74
2015,18,101,Midwest,East North Central,Martin County                 ,3,2,0,0,5
2015,18,103,Midwest,East North Central,Miami County                  ,20,0,0,0,20
2015,18,105,Midwest,East North Central,Monroe County                 ,246,10,0,116,372
2015,18,107,Midwest,East North Central,Montgomery County             ,32,0,0,0,32
2015,18,109,Midwest,East North Central,Morgan County                 ,110,2,0,0,112
2015,18,111,Midwest,East North Central,Newton County                 ,18,0,0,0,18
2015,18,113,Midwest,East North Central,Noble County                  ,88,4,0,0,92
2015,18,115,Midwest,East North Central,Ohio County                   ,8,0,0,0,8
2015,18,117,Midwest,East North Central,Orange County                 ,1,0,0,0,1
2015,18,119,Midwest,East North Central,Owen County                   ,23,0,0,0,23
2015,18,121,Midwest,East North Central,Parke County                  ,33,0,6,0,39
2015,18,123,Midwest,East North Central,Perry County                  ,32,0,0,42,74
2015,18,125,Midwest,East North Central,Pike County                   ,18,2,0,0,20
2015,18,127,Midwest,East North Central,Porter County                 ,354,12,9,230,605
2015,18,129,Midwest,East North Central,Posey County                  ,58,0,0,0,58
2015,18,131,Midwest,East North Central,Pulaski County                ,15,0,0,0,15
2015,18,133,Midwest,East North Central,Putnam County                 ,51,2,0,0,53
2015,18,135,Midwest,East North Central,Randolph County               ,21,0,0,0,21
2015,18,137,Midwest,East North Central,Ripley County                 ,55,0,0,25,80
2015,18,139,Midwest,East North Central,Rush County                   ,12,0,0,0,12
2015,18,141,Midwest,East North Central,St. Joseph County             ,291,0,0,144,435
2015,18,143,Midwest,East North Central,Scott County                  ,45,0,0,0,45
2015,18,145,Midwest,East North Central,Shelby County                 ,49,0,0,40,89
2015,18,147,Midwest,East North Central,Spencer County                ,40,2,0,0,42
2015,18,149,Midwest,East North Central,Starke County                 ,38,0,0,0,38
2015,18,151,Midwest,East North Central,Steuben County                ,121,0,0,0,121
2015,18,153,Midwest,East North Central,Sullivan County               ,2,0,0,0,2
2015,18,155,Midwest,East North Central,Switzerland County            ,57,0,0,0,57
2015,18,157,Midwest,East North Central,Tippecanoe County             ,406,24,0,0,430
2015,18,159,Midwest,East North Central,Tipton County                 ,7,0,0,0,7
2015,18,161,Midwest,East North Central,Union County                  ,3,0,0,0,3
2015,18,163,Midwest,East North Central,Vanderburgh County            ,289,24,0,30,343
2015,18,165,Midwest,East North Central,Vermillion County             ,1,0,0,0,1
2015,18,167,Midwest,East North Central,Vigo County                   ,76,62,32,42,212
2015,18,169,Midwest,East North Central,Wabash County                 ,20,0,0,0,20
2015,18,171,Midwest,East North Central,Warren County                 ,15,0,0,0,15
2015,18,173,Midwest,East North Central,Warrick County                ,194,4,0,35,233
2015,18,175,Midwest,East North Central,Washington County             ,34,0,0,0,34
2015,18,177,Midwest,East North Central,Wayne County                  ,41,0,0,63,104
2015,18,179,Midwest,East North Central,Wells County                  ,39,12,0,0,51
2015,18,181,Midwest,East North Central,White County                  ,32,0,0,0,32
2015,18,183,Midwest,East North Central,Whitley County                ,72,0,0,0,72
2015,19,1,Midwest,West North Central,Adair County                  ,7,0,0,0,7
2015,19,3,Midwest,West North Central,Adams County                  ,4,0,0,0,4
2015,19,5,Midwest,West North Central,Allamakee County              ,33,2,0,0,35
2015,19,7,Midwest,West North Central,Appanoose County              ,5,0,0,0,5
2015,19,9,Midwest,West North Central,Audubon County                ,5,0,3,16,24
2015,19,11,Midwest,West North Central,Benton County                 ,24,4,0,0,28
2015,19,13,Midwest,West North Central,Black Hawk County             ,226,6,0,68,300
2015,19,15,Midwest,West North Central,Boone County                  ,57,4,0,0,61
2015,19,17,Midwest,West North Central,Bremer County                 ,82,0,0,12,94
2015,19,19,Midwest,West North Central,Buchanan County               ,19,0,0,8,27
2015,19,21,Midwest,West North Central,Buena Vista County            ,7,0,0,0,7
2015,19,23,Midwest,West North Central,Butler County                 ,24,0,0,0,24
2015,19,25,Midwest,West North Central,Calhoun County                ,19,0,0,0,19
2015,19,27,Midwest,West North Central,Carroll County                ,35,0,0,0,35
2015,19,29,Midwest,West North Central,Cass County                   ,16,0,0,0,16
2015,19,31,Midwest,West North Central,Cedar County                  ,34,0,0,0,34
2015,19,33,Midwest,West North Central,Cerro Gordo County            ,48,0,0,0,48
2015,19,35,Midwest,West North Central,Cherokee County               ,9,0,0,0,9
2015,19,37,Midwest,West North Central,Chickasaw County              ,5,4,0,0,9
2015,19,39,Midwest,West North Central,Clarke County                 ,52,0,0,0,52
2015,19,41,Midwest,West North Central,Clay County                   ,38,0,0,30,68
2015,19,43,Midwest,West North Central,Clayton County                ,25,0,0,0,25
2015,19,45,Midwest,West North Central,Clinton County                ,40,0,0,16,56
2015,19,47,Midwest,West North Central,Crawford County               ,12,14,36,0,62
2015,19,49,Midwest,West North Central,Dallas County                 ,574,178,0,166,918
2015,19,51,Midwest,West North Central,Davis County                  ,4,0,0,0,4
2015,19,53,Midwest,West North Central,Decatur County                ,1,0,0,0,1
2015,19,55,Midwest,West North Central,Delaware County               ,9,0,0,0,9
2015,19,57,Midwest,West North Central,Des Moines County             ,44,0,0,0,44
2015,19,59,Midwest,West North Central,Dickinson County              ,119,8,0,35,162
2015,19,61,Midwest,West North Central,Dubuque County                ,237,12,0,6,255
2015,19,63,Midwest,West North Central,Emmet County                  ,17,0,0,0,17
2015,19,65,Midwest,West North Central,Fayette County                ,21,0,0,0,21
2015,19,67,Midwest,West North Central,Floyd County                  ,13,0,0,33,46
2015,19,69,Midwest,West North Central,Franklin County               ,5,0,0,0,5
2015,19,71,Midwest,West North Central,Fremont County                ,6,0,0,0,6
2015,19,73,Midwest,West North Central,Greene County                 ,6,0,0,0,6
2015,19,75,Midwest,West North Central,Grundy County                 ,20,0,0,0,20
2015,19,77,Midwest,West North Central,Guthrie County                ,8,0,0,0,8
2015,19,79,Midwest,West North Central,Hamilton County               ,4,0,0,0,4
2015,19,81,Midwest,West North Central,Hancock County                ,8,0,0,0,8
2015,19,83,Midwest,West North Central,Hardin County                 ,10,0,0,0,10
2015,19,85,Midwest,West North Central,Harrison County               ,20,0,3,0,23
2015,19,87,Midwest,West North Central,Henry County                  ,26,2,0,0,28
2015,19,89,Midwest,West North Central,Howard County                 ,2,0,0,0,2
2015,19,91,Midwest,West North Central,Humboldt County               ,15,0,0,0,15
2015,19,93,Midwest,West North Central,Ida County                    ,5,0,0,0,5
2015,19,95,Midwest,West North Central,Iowa County                   ,7,2,0,7,16
2015,19,97,Midwest,West North Central,Jackson County                ,35,0,0,0,35
2015,19,99,Midwest,West North Central,Jasper County                 ,43,0,0,0,43
2015,19,101,Midwest,West North Central,Jefferson County              ,4,4,6,0,14
2015,19,103,Midwest,West North Central,Johnson County                ,436,80,57,675,1248
